train_number,train_name,station_name,departure,source,destination,created_at
22136,Malegaon CITY MIYAGAM KARJAN Intercity,LINGAMPALLI,16:16:00,Malegaon CITY,MIYAGAM KARJAN,2025-03-04 21:11:54.072740
27759,Jaunpur JN RATHOPUR Superfast,GUNA,04:38:00,Jaunpur JN,RATHOPUR,2024-09-22 21:11:54.072740
45586,BALLIA KHURDA ROAD JN MMTS,PUNALUR,17:39:00,BALLIA,KHURDA ROAD JN,2025-03-16 21:11:54.072740
90777,MUZAFFARPUR JN LUCKNOW Superfast,Burhanpur CITY,10:47:00,MUZAFFARPUR JN,LUCKNOW,2024-07-20 21:11:54.072740
86185,JHANJHARPUR Vellore CITY Local,NEW JALPAIGURI,09:55:00,JHANJHARPUR,Vellore CITY,2025-04-12 21:11:54.072740
75195,AISHBAGH PATIALA MMTS,Bhind CENTRAL,08:40:00,AISHBAGH,PATIALA,2025-02-19 21:11:54.072740
34381,AMLA JN TIRUPATI MAIN Mail,Ichalkaranji CENTRAL,13:43:00,AMLA JN,TIRUPATI MAIN,2024-11-03 21:11:54.072740
84210,GWALIOR NG BHANVAD Mail,GEVRA ROAD,07:20:00,GWALIOR NG,BHANVAD,2024-11-13 21:11:54.072740
28918,Kozhikode JN DABHOI JUNCTION Passenger,Ballia CITY,19:52:00,Kozhikode JN,DABHOI JUNCTION,2024-08-11 21:11:54.072740
40526,HUBLI JN MANGALORE CNTL Local,Navi Mumbai JN,09:06:00,HUBLI JN,MANGALORE CNTL,2024-12-02 21:11:54.072740
21192,VARANASI JN DAUND JN Mail,LOHARU,20:55:00,VARANASI JN,DAUND JN,2024-09-03 21:11:54.072740
36650,Tiruppur JN S M V D KATRA Express,SURENDRANAGAR,07:24:00,Tiruppur JN,S M V D KATRA,2024-07-06 21:11:54.072740
69000,CHENNAI EGMORE CHITTAURGARH Express,Rampur ROAD,00:19:00,CHENNAI EGMORE,CHITTAURGARH,2024-12-29 21:11:54.072740
93201,MAKSI DIBRUGARH TOWN Duronto,BARAMATI,08:52:00,MAKSI,DIBRUGARH TOWN,2024-10-15 21:11:54.072740
81620,DHARWAR BHATNI JN Passenger,JHANJHARPUR,04:30:00,DHARWAR,BHATNI JN,2025-01-05 21:11:54.072740
92333,KAYANKULAM JN Korba TERMINUS MMTS,NEW FARAKKA JN,22:39:00,KAYANKULAM JN,Korba TERMINUS,2024-07-18 21:11:54.072740
74231,PATTABIRAM EAST Dhanbad ROAD Passenger,JAISALMER,11:27:00,PATTABIRAM EAST,Dhanbad ROAD,2024-06-17 21:11:54.072740
42324,AZIMGANJ JN UDAGAMANDALAM Shatabdi,PUDUCHERRY,12:43:00,AZIMGANJ JN,UDAGAMANDALAM,2025-04-19 21:11:54.072740
14658,BANMANKHI JUNCTION Hapur JN Duronto,BHATINDA JN,19:06:00,BANMANKHI JUNCTION,Hapur JN,2024-04-28 21:11:54.072740
29102,PARLI VAIJNATH RAXAUL JN Duronto,Latur TERMINUS,12:17:00,PARLI VAIJNATH,RAXAUL JN,2024-04-24 21:11:54.072740
38380,ANDAL JN SINGRAULI Rajdhani,DHASA JN,23:56:00,ANDAL JN,SINGRAULI,2025-02-05 21:11:54.072740
71966,DHANBAD JN TATANAGAR JN Mail,BHAGAT KI KOTHI,20:27:00,DHANBAD JN,TATANAGAR JN,2024-08-24 21:11:54.073325
67651,Morena ROAD HASANABAD Superfast,ANAND NAGAR,06:59:00,Morena ROAD,HASANABAD,2024-09-18 21:11:54.073325
57187,BARMER NEW COOCH BEHAR Shatabdi,PATTABIRAM EAST,02:53:00,BARMER,NEW COOCH BEHAR,2025-02-19 21:11:54.073325
24686,BILIMORA JN LOHIAN KHAS JN Intercity,HATHRAS JN,16:43:00,BILIMORA JN,LOHIAN KHAS JN,2024-08-21 21:11:54.073325
16182,Moradabad TERMINUS CHANDIA ROAD Duronto,SHAHDOL,08:59:00,Moradabad TERMINUS,CHANDIA ROAD,2024-06-17 21:11:54.073325
13624,BANDA JN HISAR Passenger,SAHIBGANJ JN,00:55:00,BANDA JN,HISAR,2024-10-21 21:11:54.073325
23329,BANDIKUI JN ACHALPUR MMTS,ROZA JN,09:59:00,BANDIKUI JN,ACHALPUR,2024-10-15 21:11:54.073325
21979,UMARPADA TIRUCHENDUR Rajdhani,JALANDHAR CITY,14:17:00,UMARPADA,TIRUCHENDUR,2024-05-20 21:11:54.073325
93841,Tenali JN ALLEPPEY MMTS,LUCKNOW JN,22:38:00,Tenali JN,ALLEPPEY,2024-04-30 21:11:54.073325
25239,BURHWAL BARKAKANA Express,MUGHAL SARAI JN,21:11:00,BURHWAL,BARKAKANA,2024-09-13 21:11:54.073325
15222,UNA HIMACHAL Morena CENTRAL MMTS,GULBARGA,21:03:00,UNA HIMACHAL,Morena CENTRAL,2024-06-28 21:11:54.073325
48264,CANNING ATARI Duronto,Nangloi Jat CITY,17:44:00,CANNING,ATARI,2025-04-18 21:11:54.073325
64925,BANDA JN Vijayawada CITY Local,BANKURA,05:54:00,BANDA JN,Vijayawada CITY,2024-07-01 21:11:54.073325
94238,Aligarh CENTRAL PUDUCHERRY Passenger,NABADWIP DHAM,21:07:00,Aligarh CENTRAL,PUDUCHERRY,2024-07-12 21:11:54.073325
64838,Kakinada CITY Hindupur CENTRAL Rajdhani,BILASPUR JN,02:30:00,Kakinada CITY,Hindupur CENTRAL,2024-10-31 21:11:54.073325
11297,DHAMTARI Bhiwandi CITY Mail,SENGOTTAI,22:48:00,DHAMTARI,Bhiwandi CITY,2024-12-09 21:11:54.073325
87389,SOLAPUR JN SOMNATH Superfast,AHMEDABAD JN,03:12:00,SOLAPUR JN,SOMNATH,2025-01-09 21:11:54.073325
83256,AURANGABAD ADRA JN Mail,LONDA JN,03:38:00,AURANGABAD,ADRA JN,2025-04-19 21:11:54.073325
69038,SALEM JN Arrah JN Shatabdi,TENALI JN,03:19:00,SALEM JN,Arrah JN,2025-03-07 21:11:54.073325
11825,LOWER HAFLONG PONNERI Express,KANYAKUMARI,01:07:00,LOWER HAFLONG,PONNERI,2024-10-25 21:11:54.073325
24784,Bhind JN BARHAJ BAZAR Superfast,Berhampore CITY,00:09:00,Bhind JN,BARHAJ BAZAR,2024-11-23 21:11:54.073325
57479,ALIPUR DUAR JN MAHESANA JN Intercity,JHANSI JN,01:46:00,ALIPUR DUAR JN,MAHESANA JN,2024-09-21 21:11:54.073325
95875,POLLACHI JN Tiruppur ROAD Passenger,SHAKURBASTI,11:04:00,POLLACHI JN,Tiruppur ROAD,2024-08-06 21:11:54.073325
65694,METTUPALAYAM Khandwa ROAD Express,POLLACHI JN,08:24:00,METTUPALAYAM,Khandwa ROAD,2025-01-23 21:11:54.073325
40351,TUTICORIN GWALIOR NG Duronto,RANUJ,22:25:00,TUTICORIN,GWALIOR NG,2024-12-25 21:11:54.073325
93219,Eluru TERMINUS Sonipat JN Local,Secunderabad CITY,10:25:00,Eluru TERMINUS,Sonipat JN,2025-04-01 21:11:54.073325
71383,JORHAT TOWN JUNNOR DEO Intercity,JAIPUR,11:02:00,JORHAT TOWN,JUNNOR DEO,2024-08-13 21:11:54.073325
94069,Durg JN RATANGARH JUNCTION Mail,DHARWAR,04:51:00,Durg JN,RATANGARH JUNCTION,2024-07-23 21:11:54.073325
94850,Eluru CENTRAL Korba JN Express,NERAL,13:23:00,Eluru CENTRAL,Korba JN,2024-10-26 21:11:54.073325
75964,KASGANJ KIUL JN Rajdhani,SHAKTI NAGAR,02:42:00,KASGANJ,KIUL JN,2025-01-19 21:11:54.073325
40625,Raebareli ROAD UNA HIMACHAL Passenger,Ambarnath JN,11:57:00,Raebareli ROAD,UNA HIMACHAL,2025-01-17 21:11:54.073325
52038,SONARPUR JUNCTION GOMOH JN Duronto,NANGAL DAM,20:13:00,SONARPUR JUNCTION,GOMOH JN,2024-05-30 21:11:54.073325
78674,DHASA JN RISHIKESH Superfast,DIBRUGARH TOWN,21:23:00,DHASA JN,RISHIKESH,2024-07-14 21:11:54.073325
16404,MURLIGANJ Jammu ROAD Passenger,KASGANJ,16:59:00,MURLIGANJ,Jammu ROAD,2024-07-31 21:11:54.073325
74540,KULEM BARBIL Express,Bardhaman CENTRAL,18:53:00,KULEM,BARBIL,2025-03-04 21:11:54.073325
99927,Ghaziabad JN COONOOR Duronto,KARAIKKUDI JUNCTION,05:01:00,Ghaziabad JN,COONOOR,2025-03-01 21:11:54.073325
12729,JAWLMUKHI ROAD BHARATPUR JN Mail,KHAJURAHO,03:31:00,JAWLMUKHI ROAD,BHARATPUR JN,2024-08-27 21:11:54.073325
51320,JAMALPUR JN Munger ROAD Rajdhani,Sasaram TERMINUS,10:55:00,JAMALPUR JN,Munger ROAD,2024-05-15 21:11:54.073325
13497,RAIPUR JN ATARI Shatabdi,BEAWAR,17:49:00,RAIPUR JN,ATARI,2025-02-24 21:11:54.073325
12952,BAREILLY THRISUR Superfast,PATHANKOT,03:17:00,BAREILLY,THRISUR,2025-02-03 21:11:54.073325
24145,BANDIKUI JN SAKRI JN Rajdhani,KARJAT,07:14:00,BANDIKUI JN,SAKRI JN,2024-07-30 21:11:54.073325
48642,VRIDHACHALAM JN BIRAMITRAPUR Intercity,SONARPUR JUNCTION,22:57:00,VRIDHACHALAM JN,BIRAMITRAPUR,2024-11-27 21:11:54.073325
29482,RAMESWARAM TANTPUR Mail,HASANABAD,07:14:00,RAMESWARAM,TANTPUR,2025-02-13 21:11:54.073325
94276,MATHURA JN DAUND JN MMTS,DIBRUGARH TOWN,11:54:00,MATHURA JN,DAUND JN,2024-10-28 21:11:54.073325
24822,MARKAPUR ROAD Bhusawal TERMINUS Mail,JUNNOR DEO,12:09:00,MARKAPUR ROAD,Bhusawal TERMINUS,2024-06-05 21:11:54.073325
64277,Tadipatri CITY Mau JN Superfast,Nandyal CENTRAL,16:34:00,Tadipatri CITY,Mau JN,2024-06-06 21:11:54.073899
18585,RAJENDRA NAGAR BIHAR Anantapuram CENTRAL Mail,WADI,08:41:00,RAJENDRA NAGAR BIHAR,Anantapuram CENTRAL,2024-05-20 21:11:54.073899
15944,THAWE JUNCTION PUNE JN MMTS,BANGALORE CANT,13:57:00,THAWE JUNCTION,PUNE JN,2025-01-01 21:11:54.073899
65487,BEAWAR BANGALORE CANT Express,Varanasi CITY,00:44:00,BEAWAR,BANGALORE CANT,2024-07-25 21:11:54.073899
53510,WARDHA JN TAMBARAM Express,JHANSI JN,15:19:00,WARDHA JN,TAMBARAM,2025-01-28 21:11:54.073899
93426,BALLIA HUZUR SAHIB NANDED Local,Nagaon CENTRAL,00:32:00,BALLIA,HUZUR SAHIB NANDED,2025-03-12 21:11:54.073899
90894,PALGHAT TOWN BHARUCH JN Local,BARMER,00:28:00,PALGHAT TOWN,BHARUCH JN,2025-04-11 21:11:54.073899
30359,DINDIGUL JN DHAMTARI Local,JAMALPUR JN,04:11:00,DINDIGUL JN,DHAMTARI,2024-07-11 21:11:54.073899
90227,VINDHYACHAL BURHWAL MMTS,GEDE,01:05:00,VINDHYACHAL,BURHWAL,2024-04-26 21:11:54.073899
27803,KATPADI JN ERNAKULAM JN Rajdhani,GANDHIDHAM BG,02:17:00,KATPADI JN,ERNAKULAM JN,2024-06-25 21:11:54.073899
98331,SUBRAHMANYA ROAD SAHARANPUR Rajdhani,MANGALORE CNTL,18:13:00,SUBRAHMANYA ROAD,SAHARANPUR,2024-12-01 21:11:54.073899
88033,BHATNI JN HYDERABAD DECCAN MMTS,KARJAT,14:38:00,BHATNI JN,HYDERABAD DECCAN,2024-10-31 21:11:54.073899
27523,SHAKTI NAGAR GOOTY JN Superfast,CUTTACK,17:15:00,SHAKTI NAGAR,GOOTY JN,2024-08-21 21:11:54.073899
60587,REWA LEDO Rajdhani,SHAKTI NAGAR,10:25:00,REWA,LEDO,2025-04-02 21:11:54.073899
77907,JHARGRAM BHILAD Rajdhani,Farrukhabad TERMINUS,06:01:00,JHARGRAM,BHILAD,2024-12-13 21:11:54.073899
12766,CUDDALORE PORT NEW DELHI Intercity,MANNARGUDI,05:17:00,CUDDALORE PORT,NEW DELHI,2025-04-18 21:11:54.073899
59828,HYDERABAD DECCAN RAYAGADA Superfast,RAJAMUNDRY,16:01:00,HYDERABAD DECCAN,RAYAGADA,2024-09-03 21:11:54.073899
40203,PRATAPNAGAR GONDA JN Intercity,AURANGABAD,03:34:00,PRATAPNAGAR,GONDA JN,2024-11-11 21:11:54.073899
64757,BHUJ SULLURUPETA Mail,DEVANHALLI,18:13:00,BHUJ,SULLURUPETA,2024-05-09 21:11:54.073899
73966,PUDUCHERRY UMARPADA Express,TIRUCHIRAPPALLI,22:34:00,PUDUCHERRY,UMARPADA,2024-11-12 21:11:54.073899
40829,DHOLA JN LOKMANYA TILAK TERM Shatabdi,Karaikudi CITY,20:47:00,DHOLA JN,LOKMANYA TILAK TERM,2024-04-30 21:11:54.073899
51221,PURNA JN Erode ROAD Shatabdi,SURATGARH JN,00:45:00,PURNA JN,Erode ROAD,2025-02-22 21:11:54.073899
92658,S M V D KATRA DUMKA Mail,SHAHJAHANPUR,03:41:00,S M V D KATRA,DUMKA,2025-02-02 21:11:54.073899
61749,REWARI GANDHIDHAM BG Duronto,JAJPUR KEONJHAR ROAD,05:56:00,REWARI,GANDHIDHAM BG,2024-08-01 21:11:54.073899
32024,NANDALUR Bhubaneswar ROAD Superfast,DHAULPUR,16:25:00,NANDALUR,Bhubaneswar ROAD,2024-06-22 21:11:54.073899
57546,LAUKAHA BAZAR BRAHMAPUR Intercity,LOHIAN KHAS JN,07:43:00,LAUKAHA BAZAR,BRAHMAPUR,2024-06-23 21:11:54.073899
20765,NAGPUR Bokaro CITY Mail,SAINAGAR SHIRDI,17:49:00,NAGPUR,Bokaro CITY,2025-02-08 21:11:54.073899
20131,DELHI SARAI ROHILLA AKOLA JN Shatabdi,GWALIOR NG,01:10:00,DELHI SARAI ROHILLA,AKOLA JN,2025-04-22 21:11:54.073899
80362,RAJENDRA NAGAR BIHAR YAMUNA BRIDGE AGRA Shatabdi,BUDHMA,21:21:00,RAJENDRA NAGAR BIHAR,YAMUNA BRIDGE AGRA,2025-01-15 21:11:54.073899
64414,Tirunelveli ROAD SURAT Duronto,KAMAREDDI,00:52:00,Tirunelveli ROAD,SURAT,2024-04-30 21:11:54.073899
32193,SHIMLA BARHAJ BAZAR Mail,HISAR,15:16:00,SHIMLA,BARHAJ BAZAR,2024-05-04 21:11:54.073899
56940,Cuttack ROAD SIURI Mail,SHAHGANJ JN,21:08:00,Cuttack ROAD,SIURI,2025-01-16 21:11:54.073899
13289,BURHWAL TIKUNIA Local,ANAND JN,23:18:00,BURHWAL,TIKUNIA,2024-05-13 21:11:54.073899
89267,Guntur CITY LONDA JN Rajdhani,MARIKUPPAM,00:55:00,Guntur CITY,LONDA JN,2025-03-14 21:11:54.073899
41673,DEVANHALLI GOOTY JN Rajdhani,BHUBANESWAR,03:23:00,DEVANHALLI,GOOTY JN,2024-05-09 21:11:54.073899
25076,NEW FARAKKA JN JAGDALPUR Express,MANENDRAGARH,06:52:00,NEW FARAKKA JN,JAGDALPUR,2024-08-29 21:11:54.073899
90074,SANTRAGACHI JN CHORANDA JUNCTION Duronto,BIRAMITRAPUR,01:03:00,SANTRAGACHI JN,CHORANDA JUNCTION,2024-04-26 21:11:54.073899
41508,KOSI KALAN KHAJURAHO MMTS,VINDHYACHAL,01:40:00,KOSI KALAN,KHAJURAHO,2024-07-19 21:11:54.073899
42939,JHANSI JN GONDA JN Intercity,SECUNDERABAD JN,06:21:00,JHANSI JN,GONDA JN,2025-03-15 21:11:54.073899
20802,SAKRI JN AIT Superfast,DEKARGAON,01:44:00,SAKRI JN,AIT,2025-01-06 21:11:54.073899
88193,BANGARAPET BHIWANI Superfast,MANENDRAGARH,17:42:00,BANGARAPET,BHIWANI,2025-03-27 21:11:54.073899
95346,BHADRAKH DAUND JN Shatabdi,SAGAULI JN,07:50:00,BHADRAKH,DAUND JN,2025-02-04 21:11:54.073899
32213,DEHRADUN BANMANKHI JUNCTION Passenger,MANUGURU,17:42:00,DEHRADUN,BANMANKHI JUNCTION,2025-02-07 21:11:54.073899
77986,ITWARI AGARTALA Shatabdi,BARSOI JN,21:47:00,ITWARI,AGARTALA,2025-04-09 21:11:54.073899
77064,RAJMAHAL Proddatur ROAD Passenger,RAGHURAJ SINGH,17:24:00,RAJMAHAL,Proddatur ROAD,2025-02-20 21:11:54.073899
70336,DHUBRI JIRIBAM Local,IGATPURI,20:32:00,DHUBRI,JIRIBAM,2024-08-05 21:11:54.073899
76495,CHENNAI BEACH PATLIPUTRA Duronto,BOLPUR SHANTINIKETAN,15:34:00,CHENNAI BEACH,PATLIPUTRA,2024-12-31 21:11:54.073899
91417,GANDHINAGAR CAPITAL NARASAPUR Passenger,Raichur JN,17:53:00,GANDHINAGAR CAPITAL,NARASAPUR,2024-07-31 21:11:54.073899
15597,MYSORE JN CHAMARAJANAGAR Local,CUTTACK,09:56:00,MYSORE JN,CHAMARAJANAGAR,2024-12-23 21:11:54.073899
65402,SHAHJAHANPUR VIRAMGAM JN Mail,NAUTANWA,19:03:00,SHAHJAHANPUR,VIRAMGAM JN,2024-07-20 21:11:54.073899
40799,CHHINDWARA JUNCTION Mirzapur CENTRAL Local,BIR,18:09:00,CHHINDWARA JUNCTION,Mirzapur CENTRAL,2025-03-10 21:11:54.073899
80262,Vadodara JN JAMMU TAWI Local,ANAND NAGAR,21:13:00,Vadodara JN,JAMMU TAWI,2024-07-29 21:11:54.073899
56572,CHARVATTUR GANDHIGRAM Rajdhani,JODHPUR JN,04:35:00,CHARVATTUR,GANDHIGRAM,2025-04-10 21:11:54.073899
57729,Jorhat JN AHMEDABAD JN Express,AMRITSAR JN,23:34:00,Jorhat JN,AHMEDABAD JN,2024-07-01 21:11:54.073899
98305,Malda JN Bahraich TERMINUS Rajdhani,Kurnool JN,23:40:00,Malda JN,Bahraich TERMINUS,2025-03-03 21:11:54.073899
93008,CHENNAI BEACH Kozhikode TERMINUS Passenger,BHAGAT KI KOTHI,14:21:00,CHENNAI BEACH,Kozhikode TERMINUS,2024-12-02 21:11:54.073899
35137,JOGINDER NAGAR MUZAFFARPUR JN Shatabdi,KACHEGUDA,03:34:00,JOGINDER NAGAR,MUZAFFARPUR JN,2024-06-04 21:11:54.073899
98795,SAINAGAR SHIRDI VIKARABAD JN Local,MURI,11:18:00,SAINAGAR SHIRDI,VIKARABAD JN,2025-01-23 21:11:54.073899
55612,PALGHAT TOWN RAMESWARAM Mail,Panihati TERMINUS,15:19:00,PALGHAT TOWN,RAMESWARAM,2025-02-08 21:11:54.073899
89310,CANNING HATIA MMTS,MAHOBA,01:49:00,CANNING,HATIA,2024-04-29 21:11:54.073899
60366,MURLIGANJ SABARMATI JN Passenger,KAKINADA TOWN,19:30:00,MURLIGANJ,SABARMATI JN,2024-08-23 21:11:54.073899
53343,MURI Jorhat CENTRAL Express,Unnao ROAD,19:29:00,MURI,Jorhat CENTRAL,2025-01-30 21:11:54.073899
26266,MALSAR BALAGHAT JUNCTION Shatabdi,VASCO DA GAMA,10:36:00,MALSAR,BALAGHAT JUNCTION,2025-01-29 21:11:54.073899
52101,SIRMUTTRA BIRUR JN MMTS,Anantapuram TERMINUS,10:32:00,SIRMUTTRA,BIRUR JN,2024-12-22 21:11:54.073899
67953,RATLAM JN Ranchi TERMINUS Intercity,LOHARU,05:23:00,RATLAM JN,Ranchi TERMINUS,2024-05-20 21:11:54.073899
95219,PATAN S M V D KATRA Rajdhani,Phusro TERMINUS,06:08:00,PATAN,S M V D KATRA,2025-01-09 21:11:54.073899
49584,WADI JAISALMER Local,LINGAMPALLI,07:32:00,WADI,JAISALMER,2024-07-14 21:11:54.073899
77384,SOMNATH MUMBAI CST Rajdhani,Fatehpur TERMINUS,02:09:00,SOMNATH,MUMBAI CST,2024-06-23 21:11:54.073899
61658,KASHIPUR KATHGODAM Express,Kalyan-Dombivli TERMINUS,01:19:00,KASHIPUR,KATHGODAM,2024-08-23 21:11:54.073899
98463,PURULIA JN WAGHAI Superfast,RAIGARH,08:33:00,PURULIA JN,WAGHAI,2025-02-27 21:11:54.073899
72128,GURUVAYUR GANDHIDHAM BG Passenger,HISAR,09:59:00,GURUVAYUR,GANDHIDHAM BG,2024-11-29 21:11:54.073899
18901,RAIPUR JN MAILANI Intercity,SHAKURBASTI,10:48:00,RAIPUR JN,MAILANI,2024-05-09 21:11:54.073899
16625,JHARGRAM Bhavnagar CENTRAL MMTS,BRAHMAPUR,12:39:00,JHARGRAM,Bhavnagar CENTRAL,2024-12-06 21:11:54.073899
70672,NEW FARAKKA JN GOOTY JN Shatabdi,RAJENDRA NAGAR BIHAR,23:59:00,NEW FARAKKA JN,GOOTY JN,2025-03-05 21:11:54.073899
49615,DHONE MIYAGAM KARJAN MMTS,THAWE JUNCTION,22:16:00,DHONE,MIYAGAM KARJAN,2024-09-28 21:11:54.073899
66779,SHIMOGA TOWN PATNA JN Shatabdi,LUCKNOW JN,06:31:00,SHIMOGA TOWN,PATNA JN,2024-10-18 21:11:54.073899
10347,SILIGURI JN Kakinada CENTRAL MMTS,Loni TERMINUS,20:30:00,SILIGURI JN,Kakinada CENTRAL,2024-07-08 21:11:54.073899
95674,ACHALPUR LALGARH JN Mail,VARANASI JN,14:33:00,ACHALPUR,LALGARH JN,2025-03-06 21:11:54.073899
47136,Dehri JN HARIDWAR JN MMTS,DELHI SARAI ROHILLA,04:12:00,Dehri JN,HARIDWAR JN,2025-03-07 21:11:54.073899
34165,DAURAM MADHEPURA Ambattur CITY MMTS,BOLPUR SHANTINIKETAN,10:57:00,DAURAM MADHEPURA,Ambattur CITY,2024-05-02 21:11:54.073899
48285,ITARSI JN SHORANUR JN Shatabdi,BARIPADA,00:42:00,ITARSI JN,SHORANUR JN,2024-06-11 21:11:54.073899
33026,DEHRI ON SONE NEW JALPAIGURI Superfast,BHADRACHALAM ROAD,12:20:00,DEHRI ON SONE,NEW JALPAIGURI,2024-11-16 21:11:54.073899
52995,PUDUCHERRY KARAIKKUDI JUNCTION Passenger,GWALIOR JN,12:42:00,PUDUCHERRY,KARAIKKUDI JUNCTION,2025-03-12 21:11:54.073899
81377,MANNARGUDI CHAPARMUKH JN Local,GARWA ROAD,12:31:00,MANNARGUDI,CHAPARMUKH JN,2024-07-06 21:11:54.073899
90357,BOTAD JN SHAKURBASTI Mail,TIKUNIA,13:45:00,BOTAD JN,SHAKURBASTI,2025-01-15 21:11:54.073899
71670,HISAR CHIRMIRI Local,Mira-Bhayandar ROAD,10:29:00,HISAR,CHIRMIRI,2024-07-02 21:11:54.073899
75232,BARKAKANA RAJMAHAL Rajdhani,DAHOD,04:40:00,BARKAKANA,RAJMAHAL,2024-08-26 21:11:54.073899
29414,SIRSA AGARTALA Intercity,RANAGHAT JUNCTION,16:06:00,SIRSA,AGARTALA,2024-05-17 21:11:54.073899
60053,SIRPUR TOWN Muzaffarpur JN Intercity,ADARSH NAGAR DELHI,21:58:00,SIRPUR TOWN,Muzaffarpur JN,2024-09-17 21:11:54.073899
35521,Bhiwandi CITY BITRAGUNTA Intercity,MAHUVA JN,03:12:00,Bhiwandi CITY,BITRAGUNTA,2024-09-06 21:11:54.073899
67554,JETALSAR JN BARIPADA Express,Asansol JN,15:54:00,JETALSAR JN,BARIPADA,2024-09-26 21:11:54.073899
36332,PURNIA JN Singrauli TERMINUS Intercity,ANAND JN,17:17:00,PURNIA JN,Singrauli TERMINUS,2024-07-16 21:11:54.073899
31853,Bhopal CENTRAL Navi Mumbai CITY Intercity,KHED BRAHMA,11:57:00,Bhopal CENTRAL,Navi Mumbai CITY,2024-06-04 21:11:54.074902
72046,BARIPADA Indore CITY Local,KOLKATA CHITPUR,08:35:00,BARIPADA,Indore CITY,2025-02-19 21:11:54.074902
19999,TIRUVALLUR SHAKURBASTI MMTS,NIMACH,22:03:00,TIRUVALLUR,SHAKURBASTI,2024-05-14 21:11:54.074902
82619,ANDAL JN Ranchi TERMINUS Rajdhani,Jhansi ROAD,06:16:00,ANDAL JN,Ranchi TERMINUS,2024-12-13 21:11:54.074902
53780,TARAKESWAR Bhavnagar CENTRAL Express,KHARAGPUR JN,00:10:00,TARAKESWAR,Bhavnagar CENTRAL,2024-08-03 21:11:54.074902
55444,Bhavnagar CENTRAL BELLARY JN Rajdhani,Ujjain JN,14:30:00,Bhavnagar CENTRAL,BELLARY JN,2025-03-12 21:11:54.074902
26718,Bareilly TERMINUS PRATAPNAGAR Express,Danapur CITY,20:13:00,Bareilly TERMINUS,PRATAPNAGAR,2025-01-09 21:11:54.074902
11352,MATHERAN SADULPUR JUNCTION Express,Bardhaman JN,05:30:00,MATHERAN,SADULPUR JUNCTION,2024-07-20 21:11:54.074902
72531,VARANASI CITY Kirari Suleman Nagar CITY Passenger,YAMUNA BRIDGE AGRA,17:58:00,VARANASI CITY,Kirari Suleman Nagar CITY,2024-11-11 21:11:54.074902
84934,JAIPUR Visakhapatnam CENTRAL Mail,JAKHAL JN,14:29:00,JAIPUR,Visakhapatnam CENTRAL,2024-12-17 21:11:54.074902
14817,Thrissur JN RUNNISAIDPUR Mail,BALLIA,03:52:00,Thrissur JN,RUNNISAIDPUR,2024-11-01 21:11:54.074902
15068,MOKAMEH JN BADNERA JN Rajdhani,KAKINADA PORT,18:50:00,MOKAMEH JN,BADNERA JN,2025-02-28 21:11:54.074902
15172,ALLEPPEY YAVATMAL Local,Panipat TERMINUS,15:07:00,ALLEPPEY,YAVATMAL,2024-08-17 21:11:54.074902
19141,ITARSI JN MUGHAL SARAI JN MMTS,ACHHNERA JN,18:32:00,ITARSI JN,MUGHAL SARAI JN,2024-06-11 21:11:54.074902
36919,LINGAMPALLI VISHAKAPATNAM Express,SILGHAT TOWN,05:41:00,LINGAMPALLI,VISHAKAPATNAM,2025-04-16 21:11:54.074902
95494,Rajahmundry ROAD RAGHUNATHPUR Mail,BUDHMA,08:33:00,Rajahmundry ROAD,RAGHUNATHPUR,2025-04-18 21:11:54.074902
12267,KUMBAKONAM KOLAGHAT GOODS Passenger,SHAMLI,12:26:00,KUMBAKONAM,KOLAGHAT GOODS,2025-02-18 21:11:54.074902
26902,CHHINDWARA JUNCTION Gaya TERMINUS Local,VIRAR,19:26:00,CHHINDWARA JUNCTION,Gaya TERMINUS,2024-10-04 21:11:54.074902
92606,HUBLI JN MANDUADIH Intercity,SADULPUR JUNCTION,07:11:00,HUBLI JN,MANDUADIH,2024-12-08 21:11:54.074902
60922,BIRUR JN Salem TERMINUS Rajdhani,KACHEGUDA FALAKNUMA,23:32:00,BIRUR JN,Salem TERMINUS,2025-04-01 21:11:54.074902
86712,Dehri CITY Jaipur ROAD Intercity,LAUKAHA BAZAR,10:07:00,Dehri CITY,Jaipur ROAD,2024-05-29 21:11:54.074902
45833,HAJIPUR JN CHENNAI BEACH Passenger,BHIND,12:47:00,HAJIPUR JN,CHENNAI BEACH,2024-09-01 21:11:54.074902
53506,Arrah ROAD SALEM JN Express,Berhampore JN,15:28:00,Arrah ROAD,SALEM JN,2024-07-23 21:11:54.074902
92527,LONDA JN Ulhasnagar CENTRAL Duronto,Berhampur TERMINUS,01:26:00,LONDA JN,Ulhasnagar CENTRAL,2024-12-21 21:11:54.074902
74370,GORAKHPUR JN Eluru CENTRAL Local,Sambhal CITY,10:20:00,GORAKHPUR JN,Eluru CENTRAL,2024-11-28 21:11:54.074902
88069,PUNALUR LONDA JN MMTS,SIRMUTTRA,19:13:00,PUNALUR,LONDA JN,2024-06-19 21:11:54.074902
75658,PATIALA Pudukkottai TERMINUS Superfast,VINDHYACHAL,01:13:00,PATIALA,Pudukkottai TERMINUS,2024-08-18 21:11:54.074902
28013,MAILANI MANUGURU Passenger,Vellore JN,22:43:00,MAILANI,MANUGURU,2025-02-17 21:11:54.074902
